file	paragraph	score	markers	text
027.为前信进一解.txt	8	2		与其坚强与紧张，吃力，何如减少刺激？也减少因“抵制”刺激而花的力气，如后者岂不更善乎？老子言：“不见可欲，其心不乱”，点了火即使能灭（用坚强），何如不点火？善战者不战，最坚强者亦不轻用坚强，不知此论可成立否？
028.“捐书谢俗议”.txt	5	2		我极喜之。不理会，不计较，不解释，不辩白，“非常之谤，不动于心，过人之侮，不形于色”，……这真是一种好态度——智慧的、有风度的好态度，抱着“耻”与计较的心情，把一切“俗议”“谢”掉，这是何等过人的心怀！她（他）不配让来talking about，这是何等傲岸与自洁！马戈以为当否？
043.非“痴”.txt	19	2		我们要做的是报以“直”（“直”，孔老二反对以德报怨，即此之故，他主张报以“直”）。
043.非“痴”.txt	20	2		人与人相处要相称，感情要大体相当。太多太少都失之“痴”，“痴”是多余的！
045.非“痴”又一章.txt	3	2		我仍不管你爱不爱听，我还是要劝你“换个角度”来看事情，这是你我的大不同处，我太爱变，而你却不太好变，×的事情使我完全采取了另外一个“着眼点”，而×的事情却始终未能使你洗心换脑地采取一个新眼光，你仍是痴想，痴恋，痴闹情绪，痴歪曲真相，痴疑神疑鬼。
045.非“痴”又一章.txt	7	2		你仍采澈底忘却×，殊令人觉得大不中用，你把她想得太高，故一旦发现她给庸人写信、为留学信教等等，就不愉快一下午，此殊非佳事，吾决定超度你一把，办法很辣，盖非“毒药”（非“良药”）不足以利于病也。
045.非“痴”又一章.txt	9	2		你过去不要我寄的原因是“不敢正视现实”，那是怯懦的，我现在要你“正视”起来，与一个“丑”的人哪有什么“美” 的回忆呢？……
048.女孩子哪里有这么大的抗酵素？.txt	14	2		为了怕你“奔袭”台北及少“急得大叫”，我还是多去几信去“安抚”你这汉子罢，老景懒得像只乌龟的头，二爷忙得像只叫春的猫，他们都不给你写信，只有我来提笔了。
049.好多个“最后一次”.txt	6	2		罗曼罗兰之英雄论甚是，比卡莱尔之《英雄与英雄崇拜》高明多多矣。“袍哥”与“长衫客”二名吾皆反对。禁用！
049.好多个“最后一次”.txt	8	2		你信封上的毛笔字，我“睁开眼睛”看过了，我觉得还是“闭上眼睛”看好些。
